Crop,Pest,Pesticide,Application Method,Dosage
Wheat,Barley Yellow Dwarf Virus,Fipronil,Spray,1.0 ml/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Application,3.0 g/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Application,3.0 g/L
Wheat,Bollworm,Thiamethoxam,Spray,2.0 ml/L
Wheat,Barley Yellow Dwarf Virus,Thiamethoxam,Spray,0.8 ml/L
Wheat,Peanut Bud Necrosis Virus,Pyrethrin,Soil Drench,0.8 ml/L
Wheat,Aphids,Pyrethrin,Soil Drench,0.8 ml/L
Wheat,Soybean Looper,Fipronil,Soil Application,1.0 g/L
Wheat,Potato Beetle,Pyrethrin,Soil Application,1.0 ml/L
Wheat,Whitefly,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Barley Yellow Dwarf Virus,Thiamethoxam,Spray,0.8 ml/L
Wheat,Bollworm,Thiamethoxam,Spray,2.0 ml/L
Wheat,Aphids,Spinosad,Soil Application,2.5 ml/L
Wheat,Stem Borer,Imidacloprid,Soil Drench,0.8 ml/L
Wheat,Stem Borer,Imidacloprid,Spray,0.3 ml/L
Wheat,Bollworm,Fipronil,Soil Application,2.0 ml/L
Wheat,Whitefly,Imidacloprid,Soil Drench,0.8 ml/L
Wheat,Whitefly,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Peanut Bud Necrosis Virus,Fipronil,Spray,2.5 ml/L
Wheat,Whitefly,Spinosad,Soil Application,0.3 ml/L
Wheat,Soybean Looper,Fipronil,Soil Application,1.0 g/L
Wheat,Whitefly,Spinosad,Soil Application,2.0 ml/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,0.8 ml/L
Wheat,Potato Beetle,Cartap Hydrochloride,Soil Application,1.0 g/L
Wheat,Soybean Looper,Bacillus thuringiensis,Soil Application,1.5 g/L
Wheat,Armyworm,Pyrethrin,Soil Application,3.0 g/L
Wheat,Potato Beetle,Bacillus thuringiensis,Soil Application,1.0 ml/L
Wheat,Soybean Looper,Thiamethoxam,Spray,0.3 ml/L
Wheat,Stem Borer,Pyrethrin,Soil Application,1.5 g/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Wheat,Soybean Looper,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Barley Yellow Dwarf Virus,Fipronil,Soil Application,1.0 g/L
Wheat,Soybean Looper,Spinosad,Soil Drench,2.5 ml/L
Wheat,Stem Borer,Chlorpyrifos,Spray,2.5 ml/L
Wheat,Potato Beetle,Bacillus thuringiensis,Soil Application,1.0 ml/L
Wheat,Sugarcane Borer,Pyrethrin,Soil Drench,2.0 ml/L
Wheat,Whitefly,Lambda-cyhalothrin,Soil Application,1.5 g/L
Wheat,Barley Yellow Dwarf Virus,Pyrethrin,Soil Application,0.8 ml/L
Wheat,Barley Yellow Dwarf Virus,Thiamethoxam,Soil Drench,0.3 ml/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,3.0 g/L
Wheat,Aphids,Cartap Hydrochloride,Soil Drench,1.0 ml/L
Wheat,Armyworm,Lambda-cyhalothrin,Soil Application,1.5 ml/L
Wheat,Aphids,Spinosad,Soil Application,2.5 ml/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,0.8 ml/L
Wheat,Stem Borer,Spinosad,Soil Drench,1.0 ml/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Drench,1.0 g/L
Wheat,Bollworm,Lambda-cyhalothrin,Spray,1.5 g/L
Wheat,Potato Beetle,Pyrethrin,Soil Application,1.0 ml/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,3.0 g/L
Wheat,Potato Beetle,Spinosad,Spray,1.5 g/L
Wheat,Stem Borer,Pyrethrin,Soil Application,1.5 g/L
Wheat,Soybean Looper,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Potato Beetle,Pyrethrin,Soil Drench,1.0 g/L
Wheat,Armyworm,Lambda-cyhalothrin,Soil Application,1.5 ml/L
Wheat,Aphids,Lambda-cyhalothrin,Soil Application,2.0 ml/L
Wheat,Aphids,Spinosad,Soil Application,2.5 ml/L
Wheat,Bollworm,Chlorpyrifos,Soil Drench,0.8 ml/L
Wheat,Soybean Looper,Thiamethoxam,Spray,0.3 ml/L
Wheat,Whitefly,Thiamethoxam,Soil Application,0.8 ml/L
Wheat,Sugarcane Borer,Lambda-cyhalothrin,Soil Drench,0.8 ml/L
Wheat,Soybean Looper,Imidacloprid,Soil Drench,0.8 ml/L
Wheat,Armyworm,Thiamethoxam,Spray,1.0 g/L
Wheat,Bollworm,Thiamethoxam,Soil Drench,3.0 g/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Spray,1.0 ml/L
Wheat,Potato Beetle,Azadirachtin (Neem Oil),Soil Drench,1.0 g/L
Wheat,Bollworm,Thiamethoxam,Spray,2.0 ml/L
Wheat,Sugarcane Borer,Lambda-cyhalothrin,Soil Drench,0.8 ml/L
Wheat,Potato Beetle,Spinosad,Soil Application,3.0 g/L
Wheat,Armyworm,Pyrethrin,Soil Application,3.0 g/L
Wheat,Sugarcane Borer,Spinosad,Soil Drench,1.0 ml/L
Wheat,Aphids,Cartap Hydrochloride,Soil Application,1.0 ml/L
Wheat,Potato Beetle,Cartap Hydrochloride,Soil Application,1.0 g/L
Wheat,Armyworm,Lambda-cyhalothrin,Soil Application,1.5 ml/L
Wheat,Sugarcane Borer,Spinosad,Soil Drench,1.0 ml/L
Wheat,Stem Borer,Fipronil,Soil Drench,0.3 ml/L
Wheat,Armyworm,Lambda-cyhalothrin,Soil Application,1.5 ml/L
Wheat,Bollworm,Fipronil,Spray,1.0 ml/L
Wheat,Bollworm,Chlorpyrifos,Soil Drench,0.8 ml/L
Wheat,Peanut Bud Necrosis Virus,Azadirachtin (Neem Oil),Soil Application,2.5 ml/L
Wheat,Aphids,Lambda-cyhalothrin,Spray,1.0 ml/L
Wheat,Potato Beetle,Spinosad,Soil Application,3.0 g/L
Wheat,Soybean Looper,Thiamethoxam,Spray,1.5 g/L
Wheat,Stem Borer,Spinosad,Soil Drench,1.0 ml/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Application,3.0 g/L
Wheat,Aphids,Pyrethrin,Soil Application,1.0 g/L
Wheat,Bollworm,Lambda-cyhalothrin,Spray,1.5 g/L
Wheat,Potato Beetle,Bacillus thuringiensis,Soil Application,1.0 ml/L
Wheat,Potato Beetle,Cartap Hydrochloride,Soil Application,1.0 g/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,3.0 g/L
Wheat,Barley Yellow Dwarf Virus,Fipronil,Spray,1.0 ml/L
Wheat,Stem Borer,Fipronil,Spray,2.0 ml/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Drench,1.0 g/L
Wheat,Stem Borer,Imidacloprid,Spray,0.3 ml/L
Wheat,Potato Beetle,Spinosad,Spray,1.5 g/L
Wheat,Soybean Looper,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Wheat,Soybean Looper,Pyrethrin,Soil Drench,3.0 g/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,0.8 ml/L
Wheat,Stem Borer,Spinosad,Soil Drench,1.0 ml/L
Wheat,Bollworm,Thiamethoxam,Spray,2.0 ml/L
Wheat,Stem Borer,Cartap Hydrochloride,Spray,2.0 ml/L
Wheat,Aphids,Pyrethrin,Soil Application,0.3 ml/L
Wheat,Whitefly,Spinosad,Soil Application,0.3 ml/L
Wheat,Stem Borer,Pyrethrin,Soil Application,1.5 g/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Soil Drench,0.3 ml/L
Wheat,Bollworm,Chlorpyrifos,Soil Drench,0.8 ml/L
Wheat,Sugarcane Borer,Lambda-cyhalothrin,Soil Drench,0.8 ml/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Wheat,Bollworm,Lambda-cyhalothrin,Spray,1.5 g/L
Wheat,Peanut Bud Necrosis Virus,Spinosad,Soil Drench,2.5 ml/L
Wheat,Aphids,Bacillus thuringiensis,Soil Application,2.0 ml/L
Wheat,Soybean Looper,Chlorpyrifos,Soil Application,0.3 ml/L
Wheat,Soybean Looper,Thiamethoxam,Spray,0.3 ml/L
Wheat,Barley Yellow Dwarf Virus,Imidacloprid,Soil Application,3.0 g/L
Wheat,Bollworm,Fipronil,Spray,1.0 ml/L
Wheat,Potato Beetle,Spinosad,Soil Application,3.0 g/L
Wheat,Potato Beetle,Pyrethrin,Soil Application,1.0 ml/L
Wheat,Potato Beetle,Lambda-cyhalothrin,Soil Application,3.0 g/L
Wheat,Soybean Looper,Thiamethoxam,Spray,1.5 g/L
Wheat,Armyworm,Spinosad,Soil Application,1.0 g/L
Wheat,Stem Borer,Chlorpyrifos,Spray,2.5 ml/L
Wheat,Stem Borer,Lambda-cyhalothrin,Soil Application,2.5 ml/L
Wheat,Barley Yellow Dwarf Virus,Thiamethoxam,Soil Drench,0.3 ml/L
Wheat,Barley Yellow Dwarf Virus,Pyrethrin,Soil Application,0.8 ml/L
Wheat,Stem Borer,Pyrethrin,Soil Drench,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
apple,Codling Moth,Chlorantraniliprole,Spray,0.3 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
banana,Banana Aphids,Thiamethoxam,Soil Application,1.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
blackgram,Thrips,Fipronil,Spray,2.0 ml/L
